1992 05 08    228.643    335.664    596.172    615.775      7.988
1992 05 09    228.755    353.627    613.792    632.451      7.898
1992 05 10    229.357    354.064    613.927    630.313      7.803
1992 05 11    229.919    361.196    621.346    636.917      7.692
1992 05 12    230.730    383.221    643.629    658.596      7.543
1992 05 13    232.872    400.563    662.678    679.401      7.432
1992 05 14    242.681    464.380    736.183    754.406      7.432
1992 05 15    273.186    586.289    905.182    932.820     10.989
1992 05 16    295.340    650.252    998.326   1024.538     12.266
1992 05 17    291.649    620.104    948.476    966.063      8.911
1992 05 18    283.487    581.091    895.680    911.653      7.845
1992 05 19    288.731    611.067    939.989    955.664     11.270
1992 05 20    298.892    606.674    951.224    966.545     13.830
1992 05 21    298.253    572.293    906.381    921.253     10.278
1992 05 22    293.101    544.500    869.166    883.610      8.317
1992 05 23    292.051    525.014    847.783    861.817      8.031
1992 05 24    292.803    500.783    823.637    837.278      7.856
1992 05 25    293.926    490.117    813.443    826.702      7.686
1992 05 26    294.639    502.212    825.623    838.518      7.522
1992 05 27    295.236    506.985    830.389    842.937      7.363
